Compute,Total
0.772676945,1.646147251
0.774156809,1.648729563
0.773483753,1.64764452
0.773989677,1.647840977
0.77205348,1.645795822
0.773759842,1.648383617
0.771153927,1.644734621
0.773162603,1.648558855
0.76945591,1.643686533
0.770539522,1.644140244
0.770550251,1.645042419
0.769369602,1.642876863
0.828380585,1.708691597
0.773160458,1.647289753
0.770691872,1.644361973
0.771370649,1.645312071
0.773023844,1.647532463
0.771126747,1.644124985
0.773035765,1.647050381
0.772549391,1.648142338
0.774155378,1.650588751
0.772810698,1.649335861
0.77080512,1.644560814
0.775311947,1.650383472
0.769202709,1.642627954
0.772212267,1.645859241
0.771665096,1.64532423
0.774705887,1.650180101
0.770374298,1.643910885
0.77153039,1.645568371
0.770897627,1.66016531
0.772895098,1.647826433
0.768886566,1.642521143
0.772208691,1.645354986
0.770062685,1.643898249
0.772653818,1.647415876
0.772288084,1.646411896
0.769349337,1.642773867
0.889489651,1.794756889
0.974451303,1.879112959
0.911913395,1.807855606
0.794240952,1.671611786
0.783400536,1.661117315
0.772387743,1.648080349
0.77179265,1.645806551
0.770319462,1.645005941
0.771258116,1.646473408
0.77309227,1.647442341
0.771023989,1.645385027
0.773759842,1.64894104
0.770313025,1.644352674
0.772365093,1.647911072
0.771565914,1.645765066
0.771048546,1.645567417
0.77158618,1.647153616
0.769744635,1.643883705
0.769753218,1.643815756
0.771558762,1.646685123
0.770565748,1.645395994
0.768388987,1.642408133
0.771558762,1.64550972
0.774494886,1.652173996
0.775591612,1.666932106
0.772772789,1.648329735
0.772584915,1.646526814
0.771606922,1.646038771
0.772298098,1.647169828
0.77075839,1.647164583
0.777180195,1.653838396
0.785393,1.663218498
0.782438278,1.658897877
0.769031048,1.64300108
0.771695614,1.647270679
0.771467924,1.645564079
0.768755913,1.642959833
0.768734217,1.642607689
0.770724297,1.645622253
0.770002127,1.644880533
0.771127939,1.647365093
0.767532349,1.640933514
0.772251844,1.664228439
0.768717289,1.642805576
0.77304554,1.647995234
0.769597292,1.644128084
0.768850088,1.642594337
0.768512487,1.642441988
0.770126581,1.644179106
0.769631147,1.644369125
0.767937183,1.641885996
0.768450975,1.642122269
0.767957926,1.641603947
0.77750349,1.653842688
0.770140886,1.645777464
0.771564722,1.64623785
0.76868391,1.644005299
0.769726992,1.643415689
0.769360781,1.643383026
0.770247459,1.645051003
0.771686077,1.646173716
0.768936872,1.642701626
0.768079519,1.642036438
0.769119024,1.642827988
0.76976037,1.644126654
0.771620512,1.646879196
0.767374754,1.641133547
0.767975092,1.641511679
0.769349575,1.642929316
0.768965244,1.644090414
0.77016902,1.644444704
0.770228386,1.646813869
0.771542311,1.647096634
0.770615816,1.644523382
0.770667076,1.644812822
0.768101931,1.641927004
0.770823717,1.645745754
0.770821095,1.645662308
0.769091845,1.642789841
0.769062042,1.643276215
0.774019957,1.648808718
0.769551992,1.643122673
0.770974874,1.646054506
0.76910758,1.642920732
0.769506454,1.643640041
0.7741611,1.648961544
0.768429279,1.642917156
0.775831938,1.649471998
0.771767616,1.645236254
0.775064707,1.650256395
0.770828009,1.644475698
0.769416094,1.643562794
0.774671316,1.66500473
0.770593882,1.644476891
0.769473791,1.643718243
0.774674892,1.649914026
0.771008015,1.644830227
0.772362947,1.6472826
0.770423651,1.644502163
0.769520044,1.643129587
0.771863699,1.645475626
0.771375895,1.646082878
0.772195101,1.646610498
0.770784855,1.644762278
0.773112059,1.648478985
0.773940325,1.649005413
0.77127099,1.647107124
0.769672871,1.643601418
0.771210432,1.646054506
0.769393444,1.643722296
0.770489216,1.64499402
0.77064538,1.644741058
0.772857189,1.647853374
0.768560886,1.6418221
0.769375563,1.644302845
0.772162437,1.646765709
0.769112349,1.642795086
0.770446777,1.6448102
0.769117594,1.643337965
0.76967597,1.644538641
0.770442724,1.644217491
0.768932104,1.642375231
0.770779133,1.645433426
0.77045393,1.644472599
0.768861055,1.644508362
0.771747351,1.64580369
0.772665501,1.649509907
0.771149874,1.647414923
0.771264791,1.646832228
0.769675255,1.643511534
0.771654606,1.645628691
0.833547115,1.711314917
0.768278599,1.641620636
0.76894331,1.642168999
0.769599199,1.643211365
0.773769379,1.648824453
0.76850152,1.641593695
0.769419193,1.642676115
0.770225525,1.643831968
0.770254612,1.644258499
0.771125317,1.645077705
0.768128157,1.641445398
0.771585703,1.661302567
0.769018173,1.642611504
0.768918037,1.642374754
0.771209002,1.645574808
0.771253347,1.64525032
0.768435955,1.641871214
0.770921707,1.644399405
0.769344568,1.643594503
0.775077581,1.648709297
0.77182126,1.645509958
0.771544695,1.645034552
0.771344185,1.644678116
0.771129131,1.64552331
0.7724576,1.646976948
0.770682573,1.644532442
0.769260645,1.642640829
0.771598577,1.64603138
0.770337582,1.644635439
0.770999432,1.644660711
0.772262812,1.645894527
0.7726686,1.649201155
0.770425558,1.6461308
0.771764755,1.648822069
0.769627094,1.643779039
0.771830559,1.647075415
0.769456387,1.643253088
0.771210909,1.646075964
0.767830133,1.64116168
0.769604921,1.642989635
0.768931389,1.64248991
0.769188166,1.643242121
0.770247459,1.644017458
0.76963973,1.643676519
0.769356251,1.643224716
0.769092798,1.643304348
0.768262625,1.641708136
0.7695961,1.642813921
0.769509792,1.643172264
0.771831274,1.645899773
0.771834612,1.646239996
0.768652439,1.642143726
0.769779205,1.643137455
0.771044254,1.645593166
0.77093792,1.644355059
0.769202232,1.643351793
0.769684315,1.650527
0.769843817,1.643980026
0.76816678,1.641348839
0.770838022,1.644116402
0.770441532,1.645195484
0.770894766,1.66351366
0.770910263,1.645473003
0.768943787,1.642593622
0.770608902,1.643987179
0.771326542,1.646686077
0.769533396,1.644133806
0.769523859,1.643483877
0.766960859,1.640768051
0.771784306,1.64636898
0.768612623,1.642757893
0.769462585,1.643028975
0.769018412,1.642771482
0.766991854,1.641362667
0.768641949,1.644247532
0.769370794,1.642805576
0.768880844,1.642506838
0.771075249,1.645941257
0.768428326,1.642076254
0.768802643,1.642361164
0.771030664,1.646150589
0.773449898,1.648560762
0.790598154,1.667572021
0.785302401,1.662348986
0.773524523,1.647102356
0.771126747,1.645193577
0.769519567,1.643631935
0.770022154,1.643697977
0.768535614,1.641974211
0.768763065,1.642114162
0.767477512,1.641559839
0.770026684,1.644582272
0.76770401,1.641381264
0.768817902,1.642868042
0.771986723,1.646486282
0.769077301,1.642990351
0.770658016,1.645237446
0.769034624,1.642682791
0.767414808,1.640723228
0.76950717,1.643525362
0.770172119,1.644197464
0.772165298,1.647464991
0.769172907,1.643055439
0.768610477,1.64250946
0.78251791,1.659153938
0.767030954,1.640973806
0.770477772,1.64394474
0.769617558,1.644303083
0.76867938,1.642554283
0.770714998,1.644628048
0.771208525,1.646160126
0.771039963,1.66577363
0.766884327,1.640249729
0.770455837,1.644967079
0.768982172,1.644864798
0.769257307,1.643257856
0.769591093,1.644123554
0.767458439,1.641133785
0.768427849,1.642972469
0.772087812,1.646393538
0.768831968,1.642461538
0.770620584,1.644697189
0.771324396,1.646086216
0.770982027,1.645227432
0.770579576,1.644835949
0.769658089,1.643262386
0.769583225,1.643881321
0.769454479,1.643993855
0.768333673,1.641752005
0.769608974,1.644513607
0.769012213,1.642516851
0.770087004,1.644979
0.768067598,1.641498089
0.766546249,1.639894962
0.769937992,1.643416643
0.769424438,1.644124031
0.768182516,1.641767979
0.769098759,1.642669678
0.769182205,1.643955231
0.768466234,1.642033339
0.767459869,1.640814781
0.769053936,1.643902779
0.767167091,1.640589237
0.769242525,1.643435955
0.76529026,1.639472723
0.775973082,1.650445461
0.771398067,1.644811153
0.769403219,1.642708063
0.770610809,1.644028425
0.772455692,1.647464037
0.773186922,1.646845102
0.769453049,1.643609285
0.767094374,1.640408516
0.769172907,1.64320612
0.768508673,1.643683195
0.768959761,1.642520666
0.769928932,1.644355536
0.769621849,1.643440723
0.768018961,1.641496897
0.767487288,1.641043186
0.770965099,1.645420074
0.77153945,1.674885988
0.765245438,1.638775587
0.769809246,1.644196033
0.767264128,1.640869141
0.768914461,1.642459869
0.768369913,1.641815424
0.767257214,1.640469551
0.768519402,1.651899338
0.768048286,1.653287888
0.76888895,1.643137217
0.769702673,1.644958973
0.768005848,1.642497063
0.767895937,1.641732216
0.767643929,1.642379999
0.768685818,1.643232346
0.770145893,1.644775152
0.768277884,1.642244101
0.76923418,1.643168449
0.768203259,1.64226985
0.770518064,1.645409822
0.768114805,1.642677069
0.767161846,1.640820265
0.768508196,1.642743349
0.767848253,1.642063618
0.771938324,1.647522688
0.76859045,1.64264226
0.768721104,1.642650843
0.771509886,1.646981239
0.767573833,1.641553402
0.768998623,1.643477917
0.77004385,1.644674301
0.769933939,1.644891024
0.767257929,1.641355515
0.768754244,1.643008232
0.769267082,1.646007299
0.767305613,1.641963959
0.766700983,1.64094615
0.766355038,1.640961885
0.770286083,1.645799637
0.767955303,1.643248796
0.768973112,1.644251347
0.767894506,1.642543554
0.768059731,1.642452478
0.769921541,1.645441771
0.768712521,1.642992735
0.767373323,1.641610622
0.768383026,1.643857956
0.77276969,1.647441387
0.771038294,1.645288229
0.772396326,1.648365736
0.76917696,1.655845881
0.775324106,1.651452065
0.780370712,1.657245398
0.770430803,1.646798849
0.772816658,1.649963856
0.76888442,1.643397093
0.768589258,1.64298749
0.767980099,1.642066717
0.7713027,1.646707535
0.770639658,1.645056486
0.769361973,1.644384384
0.770466089,1.645289421
0.768702745,1.642991543
0.770577669,1.645774364
0.771880627,1.646514893
0.767964363,1.641864061
0.769925117,1.644640446
0.771015406,1.646007299
0.768385649,1.642072678
0.771134615,1.645260811
0.770390987,1.644811153
0.767672539,1.64151907
0.770810843,1.646179676
0.76921773,1.643347979
0.771275282,1.6480546
0.767834902,1.642123461
0.766746283,1.640376806
0.767408848,1.641336441
0.766943455,1.64091754
0.768769026,1.64361763
0.769973993,1.644632578
0.768894672,1.643696547
0.768049717,1.642517328
0.770909786,1.646866322
0.768116236,1.642302752
0.766722918,1.640736818
0.771003962,1.645902872
0.769631386,1.644273043
0.781494856,1.657814503
0.770317793,1.646983624
0.770747423,1.646276951
0.768696308,1.642834187
0.768589735,1.642455101
0.770645142,1.646435738
0.769545317,1.643508911
0.768143415,1.642275572
0.769229889,1.644772053
0.768253565,1.642475128
0.768458843,1.642994642
0.769797087,1.64443922
