Orignal Compute,Original Total,XGBOOST Compute,XGBOOST Total,XGBoost Normalize,XGBoost Normalize Total
1.184211731,7.885075331,1.442984819,5.969351292,40.78345513,44.58212256
1.186832666,7.881291628,1.437513113,5.956943035,40.81250238,44.60645151
1.191704035,7.971203327,1.471987724,6.309735298,41.05127692,45.14409447
1.191927195,8.02365303,1.596132994,6.783898354,40.91600466,44.93530345
1.197500467,8.042984962,1.462017059,6.065345287,40.8134954,44.65727615
1.217788219,8.319451094,1.425757408,5.957121849,40.83179998,44.65770245
1.285796165,9.040037632,1.423145771,5.908816338,40.79274893,44.62290764
1.636655569,9.990909338,1.434952974,5.926380634,40.82454896,44.62889647
1.802793026,10.29435778,1.443828583,5.934614182,40.8903861,44.73918009
1.270874023,8.65000391,1.418362617,5.890841722,40.96441913,44.81929398
1.272005558,8.624680758,1.416563988,5.887035608,40.86357522,44.71514249
1.270029068,8.668092012,1.424279928,5.89217186,40.79634619,44.60106611
1.276983738,8.63986969,1.421491146,5.892117739,40.79996109,44.60104299
1.270324945,8.647489786,1.429504633,5.950603962,40.79815841,44.63429499
1.269174814,8.673567057,1.427704573,5.90895772,40.80118418,44.60611916
1.269934177,8.706645489,1.43792057,6.013175964,40.82078123,44.61284637
1.27008152,8.66235733,1.435761213,5.991288424,40.94250035,44.8226583
1.267539024,8.604640007,1.441475391,5.99756217,40.83627319,44.68349266
1.268880367,8.64868331,1.444016218,6.006971598,40.87863684,44.71292663
1.278831482,8.599466324,1.437911749,5.964345217,40.8422935,44.65292668
1.278517008,8.950610161,1.431058884,5.956831694,40.89294434,44.67231512
2.462038755,12.73527145,1.416744232,5.901319265,40.84490991,44.64794421
1.920626163,9.941910505,1.436477661,5.928226233,40.91800261,44.71116567
1.527791739,8.862193346,1.426039934,5.919801712,40.83900738,44.66063738
1.684617281,9.914653301,1.421262264,5.890464544,40.89088178,44.66745043
1.278634548,8.803110361,1.416388512,5.915081978,40.83925271,44.64595723
1.273240328,8.478164434,1.41627121,5.886096478,40.83894157,44.60966849
1.272371292,8.56258893,1.417571306,5.904031992,40.86046815,44.63007975
1.268269062,8.603130579,1.423882246,5.923308372,40.84302306,44.6536026
1.267817497,8.479969025,1.422757864,5.920883417,40.93912268,44.76244998
1.268204451,8.63435483,1.432714224,6.00022316,40.90507793,44.70332623
1.266822338,8.546655893,1.427981615,5.952096462,40.95498514,44.77494383
1.220891953,8.189977407,1.426801443,5.952139854,40.83119297,44.56271362
1.195720911,8.001934528,1.432833195,5.936217546,40.78024745,44.52188778
1.196964741,7.956869364,1.442463398,5.978718758,40.84007072,44.59399271
1.22436142,7.368080139,1.46274066,6.006015301,40.88144469,44.68979573
1.206194401,7.247219324,1.439451694,6.030346394,40.95950937,44.74922991
1.240364075,7.660040379,1.434283495,5.702291727,40.88391852,44.67819381
1.207690001,7.625313044,1.435242414,5.609263897,40.94553328,44.79538298
1.21705389,7.863044977,1.419168472,5.553249359,41.04807639,45.58135581
1.191701651,7.826151371,1.417013407,5.544635534,40.88879156,44.78607368
1.194250822,7.787349463,1.419051647,5.536537647,40.86122489,44.67926145
1.196674109,7.809033155,1.415975094,5.538865089,40.89434338,44.63609099
1.188982487,7.737278938,1.41805172,5.549940586,40.97970271,44.84614348
1.189127207,7.796724319,1.428053379,5.589819908,40.88169599,44.64398503
1.192699432,7.773328304,1.434113979,5.604252577,40.92664599,44.70881271
1.198765039,7.875163078,1.427460194,5.615552425,40.8861587,44.66617084
1.193235159,7.746269464,1.424909353,5.578219175,40.94600964,44.70191693
1.190056086,7.881758213,1.423870325,5.57695508,40.86930251,44.6613946
1.193682671,7.796409607,1.43872571,5.565002203,41.04826903,44.85770273
1.197792292,7.785982609,1.417211294,5.527757645,40.95608211,44.85728383
1.194154978,7.784343004,1.433074236,5.542094231,40.92663908,44.72882223
1.200440884,7.65361762,1.436176062,5.619289637,40.87244558,44.6199863
1.195292473,7.692062855,1.432406187,6.21649909,40.88483429,44.58712888
1.195825577,7.811342716,1.677559376,7.533723593,40.86811042,44.66127801
1.196844578,7.934061766,1.467639208,6.6237607,40.88028336,44.68036985
1.193569422,7.635601521,1.423574448,6.41669035,40.9987371,44.810287
1.194880009,7.672421455,1.422989845,6.387577295,40.92400861,44.72802091
1.194321632,7.800819635,1.425204515,6.401776075,40.89152765,44.7128253
1.195195198,7.78780961,1.422184467,6.351869106,40.86876965,44.76327252
1.203628778,7.870427608,1.425034285,6.364127874,40.86637354,44.67344284
1.191317558,7.816510439,1.420630932,6.378593683,40.91629457,44.73130345
1.183930159,7.827044725,1.420687199,6.361579657,40.862257,44.66088629
1.199727297,7.857094288,1.418405533,6.367479801,41.05445075,45.2282753
1.192025185,7.764387369,1.427667856,6.407251358,41.06127286,45.4724772
1.201881409,7.83784771,1.426882267,6.433801889,40.90241838,44.68999219
1.19523859,7.816160202,1.418041945,6.356658936,40.87052274,44.69988441
1.203114986,7.823680878,1.414527655,6.374309301,40.89209795,44.64435029
1.191695452,7.716307163,1.436998129,6.402023315,40.88487911,44.65022683
1.191725969,7.790066242,1.419174194,6.381025076,40.95898724,44.72991371
1.192075968,7.90165329,1.439947605,6.380596638,40.90459132,44.73110533
1.190962076,7.775958061,1.426254034,6.397578478,40.91726208,44.7523005
1.189894438,7.730296612,1.42109108,6.389121532,40.89161158,44.76150608
1.190056562,7.829755783,1.417441845,6.37088871,40.93442321,44.74628949
1.190186739,7.690979481,1.423569441,6.419721842,40.86890697,44.7486968
1.19492054,7.707952261,1.420049191,6.405987978,40.93687606,44.74570227
1.192384481,7.773218632,1.429873705,6.409168243,41.01772499,44.85174274
1.192669868,7.848259926,1.469842911,6.529642105,40.95776916,44.74907565
1.19144845,7.818501234,1.441492796,6.468818665,40.91813564,44.73434234
1.191928864,7.733273029,1.441511869,6.156394958,40.91551518,44.7302649
1.192034006,7.800560713,1.447327137,5.629166603,40.94260073,44.73629141
1.19131422,7.672819376,1.432563782,5.604874849,40.9772594,44.80186152
1.201205492,7.711721182,1.435131311,5.59850955,40.82272029,44.7145977
2.765785217,13.14311051,1.430493116,5.598510981,40.9899044,44.79994202
1.423327208,9.389905691,1.429333925,5.593200922,40.94926047,44.8051908
1.289193392,9.297415495,1.437962055,5.574937344,40.89180708,44.69260406
1.281413555,8.925358772,1.419925928,5.552846193,40.94677997,44.7407279
1.279029131,9.038773298,1.430421829,5.592579126,40.92292976,44.74218321
1.278501272,9.023446083,1.429848909,5.625610828,40.95984793,44.81688929
1.272036314,8.994437933,1.422417402,5.593219519,40.89227223,44.66711783
1.201238871,7.752567053,1.439902782,5.595540285,41.03231215,44.89641738
1.199578285,7.819485903,1.42056942,5.562896013,40.85931182,44.6892271
1.198969603,7.826672554,1.413948774,5.551334143,40.8432653,44.61668062
1.202087164,7.758921862,1.423942327,5.849309206,40.90492892,44.69404149
1.199644804,7.960297585,1.434806347,6.262963295,40.87004018,44.70028448
1.198248863,7.929409742,1.447127581,6.290481806,40.86493683,44.64473677
1.200018167,7.808484793,1.420941591,6.178747892,41.04024863,44.98770809
1.202138662,7.676125765,1.419448376,6.005576611,40.95165586,44.90307021
1.200551748,7.695148945,1.42338419,6.018103361,40.94153094,44.77508068
1.198566198,7.717127323,1.413178205,5.970705271,40.91577578,44.69582891
1.198874235,7.928012371,1.416000843,5.99234128,40.9046998,44.69005823
1.198707581,7.742615223,1.4208498,5.990280867,40.89126754,44.70040607
1.198385477,7.893426895,1.432113171,6.087604046,40.92120171,44.67859769
1.196554184,7.914911985,1.552304983,6.660957336,41.02611971,44.88415885
1.216874361,7.942764759,1.433943272,6.120845795,40.88571763,44.67048168
1.194292545,7.722655296,1.42888546,6.040474892,40.88362956,44.62411427
1.193305492,7.783731222,1.42986393,6.061185837,40.83329225,44.69575143
1.193484068,7.820985079,1.434542894,6.091710567,40.92593098,44.65903616
1.195051908,7.733278751,1.430758476,6.022961617,40.93180084,44.76180887
1.194205046,7.778237581,1.424646616,6.02776885,40.88143945,44.67046285
1.192013025,7.791632891,1.418891907,6.010674953,40.93711925,44.79522038
1.193533421,7.782289028,1.429111004,6.00739646,40.88520694,44.69267654
1.195881844,7.809757233,1.426959515,6.048970699,40.86200833,44.61457014
1.197345495,7.923208237,1.442018747,6.019155979,40.8484714,44.6042006
1.194001675,7.976767778,1.420447111,6.028389692,40.88005686,44.66155028
1.197967052,7.703353167,1.443557024,6.049990177,40.93118191,44.7360971
1.193767786,7.686659575,1.421625137,6.042340994,40.9887507,44.80259609
1.193555832,7.839840174,1.42770648,6.065161467,40.98472881,44.74922371
1.194480419,7.791963339,1.422247171,6.057507515,40.89657974,44.70697689
1.194121838,7.817726612,1.425149918,6.040671587,40.90489221,44.65247393
1.194251299,7.915213346,1.432106018,6.111305237,40.88509274,44.68344045
1.196338892,7.851655483,1.427097321,6.043581486,40.89850903,44.62911391
1.193158388,7.718302727,1.430377245,6.061985493,40.9047401,44.82125354
1.194276571,7.901509523,1.455868721,6.159180641,41.10776544,45.54909682
1.193451166,7.758960247,1.440612793,6.087960005,40.90539551,44.61169434
1.190163136,7.828494549,1.440988064,6.103142977,40.90107608,44.62195468
1.19512558,7.997354031,1.429872036,5.882100105,40.89851451,44.67346311
1.196011543,7.866291761,1.421969891,5.594513655,40.90044737,44.68616056
1.200124741,7.857852459,1.443463326,5.669941425,40.93871641,44.65398121
1.19782114,7.774840117,1.421717167,5.571475506,40.94364214,45.18531752
1.195674419,7.850763321,1.455159426,5.66307807,41.00085807,44.80431867
1.199926853,7.863648891,1.435272455,5.620690584,40.89935303,44.68503952
1.19533658,7.828801155,1.430397034,5.639710903,40.90699315,44.62215996
1.193149328,7.91626215,1.43722415,5.617738724,40.86521173,44.68371987
1.193311453,7.710993052,1.432875395,5.601442814,40.90525365,44.7101512
1.195503235,7.936158419,1.434984207,5.648137093,40.94339776,44.74555612
1.19426918,7.744988203,1.42823863,5.634227276,40.89212251,44.67583609
1.191981792,7.824026108,1.424986362,5.61975956,41.08275628,44.86136317
1.202696562,7.870701313,1.428828001,5.65083003,40.8752985,44.62875843
1.195165873,7.807965279,1.422329187,5.593423367,40.91584468,44.74215317
1.192364216,7.767316103,1.439730644,6.088227034,40.86297703,44.59275532
1.194760084,7.723534346,1.46299839,6.398699999,40.92301679,44.70106363
1.192656517,7.732179165,1.458459139,6.406021357,40.87934184,44.59705186
1.19349885,7.823420763,1.439954758,6.340627432,41.00619173,44.79865408
1.192543745,7.848329067,1.428119659,6.305244207,40.89041352,44.65631294
1.193877459,7.928411484,1.43218112,6.281621695,40.87716269,44.87319231
1.193223953,7.900759935,1.436352015,6.320784807,40.91860843,44.99786258
1.193632841,7.866894722,1.439497948,6.331928492,40.9478786,44.60260558
1.192680836,7.722798824,1.447865009,6.363233328,41.10928655,44.70270157
1.191904306,7.850210428,1.443841219,6.346404314,40.9575901,44.62396717
1.191112995,7.692860842,1.431787968,6.341348886,41.09841633,44.7416625
1.19136095,7.761995316,1.425912619,6.269691706,40.97472095,44.5898416
1.191329002,7.606962442,1.43875742,6.532740831,40.93002796,44.48592615
1.19281745,7.809730053,1.547513485,7.145419359,40.90070939,44.48731756
1.193536758,7.832292557,1.431432486,6.416481256,40.91451693,44.48588777
1.191373348,7.769266367,1.42130971,6.246700525,40.95744586,44.55724645
1.191009521,7.829184771,1.416617155,6.21738553,40.97685266,44.54743767
1.191208601,7.811000586,1.433973074,6.244318724,41.07158637,44.67026448
1.194370508,7.918009043,1.420118093,6.213265657,41.01100683,44.60123277
1.199412584,7.821473122,1.416163445,6.232102633,40.988801,44.5631299
1.198472738,8.060106277,1.417239666,6.230510473,40.9689374,44.55509353
1.203370571,7.875563622,1.417535067,6.211898804,41.02421618,44.58349299
1.198922873,7.758011103,1.428307772,6.28632021,40.9623735,44.57963967
1.199318647,7.967001677,1.428212881,6.27293849,40.95145416,44.52534032
1.198079348,7.840285778,1.436763525,6.289188385,41.039958,44.63583565
1.199177027,7.825835466,1.43060708,6.26798296,40.97551513,44.58161521
1.195183992,7.898091793,1.427438736,6.276290655,40.95126557,44.5514183
1.192007065,7.820574999,1.428765774,6.304968119,40.97352123,44.52839088
1.197646618,7.878001928,1.428380251,6.266758204,40.9287405,44.50652838
1.192934513,7.890781403,1.438695669,6.280238628,40.95672846,44.56891179
1.198848248,7.858371258,1.419487,6.215775967,41.01284289,44.70711207
1.191709518,7.716971874,1.423269272,6.24215126,41.08397579,45.13481116
1.191620111,8.004951,1.42211628,6.255107403,41.08757472,45.27458835
1.196824789,7.939928532,1.424598455,6.236138821,41.00486135,44.60141802
1.192626715,7.958576679,1.441651344,6.302493572,40.93227267,44.4637754
1.191335678,8.049838781,1.418323517,6.23794055,40.98181558,44.53599811
1.193208933,7.960021496,1.444184542,6.301129818,41.0135119,44.61198044
1.194888353,7.935200214,1.464511871,6.364943743,41.09683442,44.74930906
1.192799807,7.948083162,1.428207397,6.286889315,41.02841568,44.66968679
1.192770481,8.000602007,1.426062584,6.292347431,40.95032191,44.52546859
1.192950726,7.982250452,1.430570602,6.277902126,40.98699784,44.574193
1.199021101,7.976021528,1.443955898,6.310196877,40.98141408,44.57885432
1.19339633,8.114297628,1.43521595,6.299853086,40.99985194,44.62384343
1.192795753,8.20003891,1.445286751,6.305081129,40.93951082,44.48793173
1.191822529,8.184620142,1.431723595,6.288194895,41.05019927,44.69432759
1.19134903,8.15906024,1.439306974,6.319684029,40.98998928,44.57331514
1.190600395,8.153160334,1.437645435,6.331273317,40.94954443,44.53451705
1.19320178,8.082231045,1.436685085,6.300945282,40.93659735,44.52215886
1.196911097,8.279154778,1.434970379,6.335073471,40.92644906,44.58664298
1.195012331,8.216456175,1.43321991,6.316604137,40.92648435,44.49608445
1.195329189,8.119778872,1.424984455,6.262164831,40.90058446,44.48544002
1.198527813,8.238158703,1.423002481,6.266822338,41.08369207,44.69087601
1.196745634,8.106806278,1.423011541,6.250033617,40.9535706,44.54336333
1.194396973,8.213700533,1.431749105,6.27772975,40.94737911,44.5377562
1.192536354,8.167690277,1.429275274,6.294210196,40.99875236,44.59651279
1.19845438,8.25893116,1.446352482,6.327830315,40.9477787,44.53495789
1.193355083,8.142751217,1.422719479,6.288906097,40.98049021,44.57119536
1.194763422,8.179913044,1.421994209,6.2880373,41.06436062,44.6698072
1.192877769,8.249039173,1.434769154,6.275742769,41.0054009,44.60138869
1.194490433,8.26030755,1.425038815,6.306638956,41.0149045,44.63389254
1.194893599,8.140767813,1.465013266,6.686984301,40.98000383,44.57452798
1.19450593,8.0895226,1.543430805,6.806588888,40.97308397,44.55466104
1.19622159,8.198700666,1.424161196,6.306025505,40.96402812,44.54849529
1.192342043,8.315861702,1.422721148,6.267228842,40.95115614,44.53586721
1.193749428,8.304140806,1.43149209,6.292669058,41.13393259,45.08449817
1.191659451,8.205716372,1.434416771,6.338842154,41.03328085,45.10267448
1.193534613,8.103311777,1.427051544,6.324718237,40.98240185,44.54518962
1.245950222,9.051259756,1.425645351,6.299690485,41.00304723,44.58551741
1.283263922,9.823955774,1.42244792,5.887500048,41.01757145,44.62849617
1.283591032,10.05194759,1.415686131,5.53999567,41.01269364,44.56189656
1.2633636,9.234223604,1.422537088,5.585934162,40.97416997,44.55310774
1.278343439,9.701784611,1.415001392,5.538520098,41.1115365,44.73054528
1.210391521,8.519076586,1.421843052,5.580613852,40.99180198,44.56379867
1.200666189,8.522484779,1.415043592,5.553349495,40.95414948,44.53416538
1.2024858,8.396901369,1.417906761,5.566130877,40.9500556,44.53513503
1.194205523,8.500666618,1.41574502,5.575121641,40.90861511,44.4983952
1.19336009,8.584626436,1.415214777,5.530954838,40.99046373,44.54822731
1.200053453,8.632431269,1.417813301,5.555082798,40.93824029,44.4980092
1.200112581,8.825594664,1.420453072,5.572232962,41.13443208,44.88005161
1.258342028,9.623672009,1.420269728,5.580514908,40.99399829,44.55458498
1.276687384,9.788841248,1.416451693,5.558940172,40.97113824,44.52055001
1.275887966,9.824166536,1.441910028,5.609643936,40.95913815,44.53370261
1.276475668,9.841811657,1.424588442,5.596643925,40.9101491,44.41023064
1.280302048,9.879181862,1.430383205,6.192601442,40.98735929,44.57579613
1.277505636,9.720927238,1.422871828,6.313025713,41.07825613,44.66066027
1.278351545,9.744463205,1.434533834,6.384205341,41.00020552,44.57254601
1.253296614,9.355466366,1.457131386,6.428468943,41.0018065,44.53654218
1.236299038,9.230030537,1.426759958,6.43444109,41.0438776,44.67594767
1.27814126,9.851846933,1.429934025,6.440113544,40.9455173,44.44935536
1.281231165,9.937783957,1.437056303,6.428577662,40.94192481,44.5008769
1.272762775,9.822490692,1.428726673,6.436414242,40.94177318,44.53018832
1.268123865,9.629705667,1.433998823,6.456012964,41.05098176,44.73652005
1.265788078,8.730360031,1.455422163,6.517088652,40.96117377,44.7580533
1.268144846,8.73396039,1.436837196,6.457057476,41.00782394,44.61392355
1.262753248,8.733968496,1.441528797,6.500649691,40.99295497,44.56865168
1.266945601,8.856141329,1.451304674,6.490628958,41.01857805,44.69427729
1.269487143,8.842351198,1.432260513,6.412273645,40.95583963,44.53202796
1.266753674,8.76828742,1.427731991,6.424950361,40.98380089,44.58706808
1.269556284,8.98010087,1.42184186,6.401199102,41.06218004,44.67231512
1.26550436,8.741117716,1.423210621,6.423885584,40.96694851,44.55567122
1.266600847,8.861289263,1.42442131,6.370475054,40.93316865,44.50420976
1.267257929,8.752746344,1.426885605,6.375440121,40.97334194,44.58785582
1.267459631,8.882120609,1.426334143,6.437654495,40.97309828,44.57655621
1.264844894,8.79240346,1.430173397,6.435903311,40.98205042,44.54330826
1.265114784,8.844579458,1.430989504,6.455185413,41.00357747,44.59470725
1.269105434,8.895559072,1.425866842,6.421857595,41.05810285,44.67975259
1.270083189,8.860669851,1.425936937,6.441991806,40.93792343,44.57314658
1.269521713,8.836666346,1.422482967,6.397205114,40.93936849,44.55129004
1.266292334,8.848552942,1.421767235,6.386196852,40.93419361,44.57230306
1.270385742,8.781090736,1.501740932,6.952951431,40.98704696,44.58447409
1.267729759,8.919844627,1.500221014,6.963386059,40.9427166,44.53666043
1.26279974,8.671438932,1.434055805,6.40912056,41.1192863,44.7382443
1.267823935,8.919510841,1.422061682,6.406514883,40.98306108,44.63143015
1.269602537,8.745014668,1.426794529,6.406224012,40.95515442,44.58306575
1.271517754,8.610406876,1.415348291,6.362755775,40.89599371,44.52092934
1.27005434,8.610219955,1.42363286,6.413665533,41.0106864,44.56869888
1.272441626,8.613751888,1.429805279,6.495753288,40.99420738,44.6248107
1.266667604,8.552244663,1.422077894,6.397999525,40.98213911,44.62298512
1.26579833,8.623884439,1.420546055,6.402391911,41.09108639,44.72487736
1.265943289,8.59933424,1.422217131,6.374768972,40.96269989,44.56408834
1.267398596,8.638963938,1.419597626,6.390372753,40.96522427,44.52739286
1.266802311,8.693864584,1.420465469,6.383545399,40.98483872,44.57063675
1.266592264,8.581649065,1.43009758,6.403388977,40.88818765,44.50095415
1.272399902,8.561469555,1.438639164,6.407526731,40.93491435,44.52156591
1.266353607,8.625416517,1.424190521,6.430197716,40.95857191,44.61001682
1.264623404,8.577758789,1.432109833,6.398572206,41.06999421,44.64465261
1.268012285,8.670073509,1.420678616,6.372319937,40.9373107,44.51662588
1.265119791,8.592534781,1.422540426,6.435696602,40.96729183,44.55037808
1.264790297,8.666440487,1.415941954,6.354995728,40.89912939,44.48261094
1.267803669,8.528409481,1.424866676,6.3857162,40.9487412,44.47462702
1.268548965,8.660674095,1.417678356,6.414683104,40.89045095,44.49614954
1.265001297,8.546283245,1.416557789,6.4338727,40.91395879,44.47305918
1.26578927,8.616764784,1.423363447,6.429937363,41.09650946,44.6799047
1.267524719,8.451025248,1.419047832,6.406535864,40.95300484,44.4650867
1.266304255,8.533024549,1.44803071,6.454772949,41.01664758,44.64448762
1.268060684,8.498058081,1.451472759,6.558315992,40.98574829,44.55736923
1.268707275,8.556614399,1.455880642,6.55216527,40.9160533,44.47635913
1.222385645,7.978109598,1.467859983,6.527121782,40.94347405,44.46052742
1.198964357,7.798279047,1.435976028,6.464701176,41.02769327,44.58736873
1.198518753,7.820514679,1.440526962,6.457132101,40.98147154,44.53095031
1.19983387,7.904056549,1.438220024,6.468365669,40.90859151,44.53278399
1.197789907,7.748541117,1.452020407,6.478423595,40.93919539,44.51178718
1.199296951,7.793375969,1.4271245,6.399965286,40.95699024,44.54102635
1.202167749,8.023548603,1.432001829,6.38527298,40.97797847,44.57314873
1.205214024,8.123126268,1.426111221,6.409425497,41.04203224,44.91693163
1.197458744,7.85537672,1.426368475,6.41150713,41.14795494,45.15825224
1.1967628,7.919822693,1.418588638,6.380859375,40.93748474,44.50647545
1.200127125,8.028655052,1.424365044,6.413120985,40.96448088,44.52307487
1.196030855,7.939480066,1.452480078,6.461941004,41.02498555,44.60892034
1.191724777,7.905970335,1.435486555,6.43592,40.97840738,44.54227018
1.192377806,7.903645754,1.429298639,6.450635195,40.9751637,44.534724
1.192339182,8.011048794,1.458199263,6.454301119,40.98656607,44.55560064
1.201260328,7.968572378,1.423993349,6.395464659,41.0731287,44.66201282
1.192549706,7.958976269,1.426834106,6.365484476,40.98110867,44.54106355
1.192722082,7.712964773,1.422904253,6.389671564,40.97127223,44.546731
1.192986012,7.890723467,1.436375141,6.371298075,40.99157643,44.58043265
1.194957972,7.760900974,1.510831356,7.00217557,40.93992853,44.51732349
1.202671766,8.009395361,1.4969275,6.712213755,40.91071677,44.46386075
1.204385519,7.651463985,1.450054407,6.464994192,40.99764395,44.54568791
1.193923473,7.810254335,1.42991519,6.421800852,41.09551311,44.68391466
1.19269681,7.834061623,1.447252989,6.439925671,40.84352469,44.94827724
1.195157528,7.912076712,1.431041718,6.423160553,40.8742125,45.25339508
1.192193508,7.819091558,1.448448181,6.430572748,40.85154033,45.16715622
1.196666479,7.827710867,1.435605764,6.44418335,40.82585073,45.15545368
1.192368746,7.880767107,1.436486959,6.442050457,40.85475183,45.15702701
1.193477869,7.989705086,1.44480443,6.434474945,40.85641694,45.09175301
1.194299459,7.62607193,1.425872803,6.413640976,40.75618863,44.59189487
1.19436264,7.423955917,1.427770138,6.419654369,40.75216436,44.62264562
1.19033432,7.269781113,1.42653966,6.400216579,40.74982882,44.62698317
1.195051193,7.346719027,1.447582245,6.459165573,40.90542912,45.43607116
1.192066908,7.351534367,1.428854227,6.388492584,40.84952474,45.19594526
1.191028595,7.400875807,1.426617146,6.397524118,40.75926518,44.64844728
1.192783117,7.340729475,1.428604126,6.443196535,40.81577992,44.7393682
1.196065903,7.37540102,1.422572851,6.416196108,40.7693541,44.61441016
1.190241814,7.402154684,1.433502436,6.433509111,40.87095094,45.29098034
1.192715168,7.498983383,1.430794954,6.391139269,40.80177259,45.00104523
1.195464611,7.352912426,1.450945616,6.460207939,40.82234097,44.94486618
1.19638896,7.518482208,1.440016985,6.44264698,40.86187458,45.26697111
1.195713282,7.51982069,1.440923929,6.470873117,40.85884428,45.23800397
1.19541502,7.3821311,1.448609352,6.483754396,40.88277388,45.30165291
1.206844091,7.625630617,1.433319807,6.421243429,40.8420136,45.19603682
1.198466539,7.625324726,1.434002161,6.392651558,40.85939336,45.19187641
1.194915295,7.465196848,1.425344944,6.388669729,40.82097435,45.1188724
1.192446947,7.487856388,1.425830603,6.403621435,40.81435227,45.17286515
1.195180655,7.404126167,1.426259995,6.391673326,40.80563498,45.10513926
1.204755545,7.465339422,1.432351351,6.411467314,40.89134955,45.24969268
1.197657824,7.50061202,1.435041189,6.379803181,40.84125829,45.20029187
1.197666645,7.698933125,1.422047615,6.37477088,40.82603049,45.1418128
1.197846413,7.665235043,1.436638594,6.408320904,40.80538225,45.06033039
1.203200102,7.681078434,1.42113471,6.407404661,40.73082018,44.59508467
1.194982052,7.583444357,1.439695597,6.401687384,40.74725795,44.59704185
1.193696737,7.608968973,1.427440882,6.39421916,40.75343776,44.62928367
1.192024708,7.696709633,1.4237535,6.383446217,40.76521993,44.65647984
1.193721533,7.606584072,1.426581144,6.416123629,40.73861122,44.6280477
1.191488504,7.527383804,1.436163187,6.428361177,40.76624656,44.66599011
1.193702221,7.475128651,1.429984331,6.417933941,40.728127,44.61608243
1.193865061,7.548893452,1.435446262,6.445536375,40.74658251,44.55197144
1.19622159,7.546315193,1.43989706,6.461831808,40.85352349,45.16467571
1.195359945,7.607030153,1.429645061,6.408043623,40.79081273,45.08276343
1.194164991,7.601790667,1.428629875,6.420086861,40.76073623,44.60859084
1.193881035,7.527510881,1.43832469,6.459542751,40.82118106,44.66824865
1.193848848,7.536820173,1.434680939,6.442831516,40.72730207,44.48827219
1.194672108,7.559051514,1.434894085,6.446794748,40.72679138,44.56624222
1.194298267,7.645847321,1.509833574,6.899032116,40.71540427,44.55435348
1.193977356,7.530550957,1.480249405,6.768704176,40.75104976,44.58511806
1.205735445,7.612077475,1.43159914,6.430217028,40.74570918,44.54698825
1.194464922,7.50030756,1.43313694,6.485357046,40.80230665,44.68866086
1.195939064,7.537351847,1.43654561,6.49638176,40.74918532,44.5564394
1.194590092,7.508891821,1.429566622,6.435841322,40.75177455,44.63412237
1.197084427,7.640571356,1.432465076,6.487551212,40.73994732,44.62490082
1.193879604,7.522455215,1.428668976,6.433815241,40.74714136,44.55633879
1.196161747,7.580198288,1.443082333,6.473540783,40.75008655,44.6613965
1.194677591,7.5711689,1.435369015,6.452566624,40.88667893,45.46895242
1.197666168,7.482956648,1.43788743,6.490495443,40.89249301,45.21263742
1.194927931,7.491542578,1.441480398,6.479783773,40.76227808,44.63374591
1.1997962,7.578731775,1.449183464,6.494324684,40.74802184,44.60690331
1.196735859,7.526836157,1.448399067,6.503248215,40.72216892,44.59662127
1.195353985,7.535740852,1.434911728,6.500862122,40.71610117,44.56735158
1.196672201,7.452256441,1.441640377,6.450334072,40.74101853,44.59118724
1.196656942,7.522282124,1.437503576,6.501356125,40.76693773,44.65619874
1.19731164,7.476478338,1.443395376,6.509289503,40.78600311,44.64297605
1.201836586,7.667358637,1.44525075,6.476536274,40.75584412,44.61900449
1.1986413,7.6315341,1.446305037,6.502335787,40.74868941,44.59800649
1.197167397,7.497950554,1.452322245,6.465325832,40.76468539,44.63934779
1.200975895,7.614333868,1.433036327,6.432908058,40.83571529,45.24603176
1.198509693,7.566148043,1.428678036,6.437596798,40.78426528,44.70592833
1.198844671,7.580431938,1.426655293,6.432758093,40.80826211,44.69663811
1.204331398,7.511213303,1.436781406,6.453888178,40.7453053,44.61155963
1.195540667,7.55440712,1.424037218,6.381864786,40.72589564,44.55343509
1.197163343,7.60804224,1.42350769,6.402420759,40.8504746,45.06948376
1.197737217,7.556761742,1.424448729,6.421370745,40.86304116,45.19147444
1.196802378,7.561344862,1.429986238,6.387910366,40.86489034,45.19158983
1.19576931,7.586330175,1.432663679,6.387518644,40.86111283,45.2030344
1.20633626,7.616289854,1.421610117,6.376714706,40.8948319,45.405056
1.194009066,7.513476372,1.435966253,6.427228928,40.8618176,45.18085194
1.196680546,7.392674685,1.437289715,6.471604109,40.83505797,45.15356374
1.195441008,7.594710827,1.425171614,6.412527323,40.83578491,45.21525311
1.191920042,7.526138067,1.426396132,6.396595955,40.82558155,45.13343716
1.198750734,7.50674057,1.424150467,6.375659943,40.84595895,45.2227006
1.197744131,7.609313726,1.42999506,6.413738489,40.84391737,45.19993925
1.202002764,7.531822681,1.421129465,6.378398657,40.85392475,44.98964429
1.200414419,7.487410545,1.430777788,6.409982681,40.75328565,44.66923547
1.19819665,7.605901718,1.428378344,6.412974596,40.71275115,44.60512447
1.197611809,7.590005875,1.43066144,6.4263587,40.73224473,44.69202781
1.19686389,7.597857952,1.433964729,6.462048769,40.73765945,44.67656136
1.196188211,7.501747847,1.43514061,6.440755367,40.75374031,44.68274641
1.196399927,7.579595804,1.432821512,6.4687078,40.78540826,44.9977901
